ip,time,method,path,status,size
213.17.226.11,2015-05-19 14:05:57+00:00,GET,/images/web/2009/banner.png,200,52315
213.61.156.100,2015-05-19 14:05:01+00:00,GET,/blog/geekery/xvfb-firefox.html,200,10975
213.61.156.100,2015-05-19 14:05:47+00:00,GET,/style2.css,200,4877
213.61.156.100,2015-05-19 14:05:24+00:00,GET,/reset.css,200,1015
213.61.156.100,2015-05-19 14:05:25+00:00,GET,/favicon.ico,200,3638
213.61.156.100,2015-05-19 14:05:56+00:00,GET,/images/jordan-80.png,200,6146
213.61.156.100,2015-05-19 14:05:49+00:00,GET,/images/web/2009/banner.png,200,52315
68.180.224.225,2015-05-19 14:05:24+00:00,GET,/files/lumberjack/lumberjack_0.0.7_amd64.deb,200,2719600
68.180.224.235,2015-05-19 14:05:27+00:00,GET,/projects/grok,301,337
50.16.19.13,2015-05-19 14:05:37+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
88.103.19.195,2015-05-19 14:05:49+00:00,GET,/projects/keynav/,200,18985
88.210.182.128,2015-05-19 14:05:53+00:00,GET,/blog/geekery/puppet-manage-homedirectory-contents.html,200,10001
88.210.182.128,2015-05-19 14:05:42+00:00,GET,/reset.css,200,1015
88.210.182.128,2015-05-19 14:05:38+00:00,GET,/style2.css,200,4877
88.210.182.128,2015-05-19 14:05:48+00:00,GET,/images/jordan-80.png,200,6146
88.210.182.128,2015-05-19 14:05:04+00:00,GET,/images/web/2009/banner.png,200,52315
88.210.182.128,2015-05-19 14:05:53+00:00,GET,/favicon.ico,200,3638
46.105.14.53,2015-05-19 14:05:46+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
193.238.231.119,2015-05-19 14:05:31+00:00,GET,/presentations/logstash-scale11x/images/tiered-outputs-to-inputs-redis.jpg,200,2763364
198.245.61.43,2015-05-19 14:05:47+00:00,GET,/wp-login.php,404,292
198.245.61.43,2015-05-19 14:05:48+00:00,GET,/administrator/,404,294
198.245.61.43,2015-05-19 14:05:51+00:00,GET,/admin.php,404,289
198.46.149.143,2015-05-19 14:05:35+00:00,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,9316
198.46.149.143,2015-05-19 14:05:40+00:00,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,10756
117.211.161.185,2015-05-19 14:05:17+00:00,GET,/projects/xdotool/xdotool.xhtml,200,50112
117.211.161.185,2015-05-19 14:05:59+00:00,GET,/favicon.ico,200,3638
5.39.50.0,2015-05-19 14:05:03+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
46.105.14.53,2015-05-19 14:05:05+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
88.103.19.195,2015-05-19 14:05:38+00:00,GET,/blog/geekery/yahoo-hackday-06-part1.html,200,12441
66.249.73.135,2015-05-19 14:05:53+00:00,GET,/misc/worst-it-job-posting-ever.pdf,200,139121
46.4.101.88,2015-05-19 14:05:13+00:00,GET,/,200,37932
46.4.101.88,2015-05-19 14:05:08+00:00,GET,/blog/geekery/installing-windows-8-consumer-preview.html,200,8948
88.103.19.195,2015-05-19 14:05:20+00:00,GET,/projects/keynav/,200,18985
74.125.176.146,2015-05-19 14:05:44+00:00,GET,/?flav=rss20,200,29941
204.236.153.140,2015-05-19 14:05:15+00:00,GET,/?flav=rss20,200,29941
195.250.62.9,2015-05-19 14:05:50+00:00,GET,/favicon.ico,200,3638
217.212.224.183,2015-05-19 14:05:56+00:00,GET,/robots.txt,200,-
217.212.224.181,2015-05-19 14:05:00+00:00,GET,/blog/tags/programming,200,19892
66.249.73.135,2015-05-19 14:05:28+00:00,GET,/blog/geekery/when-a-typo-kills-you.html?source=rss20,200,9645
208.91.156.11,2015-05-19 14:05:45+00:00,GET,/files/logstash/logstash-1.3.2-monolithic.jar,404,324
66.249.73.135,2015-05-19 14:05:09+00:00,GET,/blog/tags/temperature,200,10068
46.105.14.53,2015-05-19 14:05:11+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
66.249.73.135,2015-05-19 14:05:23+00:00,GET,/?flav=rss20,200,29941
121.209.208.128,2015-05-19 14:05:48+00:00,GET,/blog/geekery/ssl-latency.html,200,17147
121.209.208.128,2015-05-19 14:05:21+00:00,GET,/reset.css,200,1015
121.209.208.128,2015-05-19 14:05:48+00:00,GET,/style2.css,200,4877
121.209.208.128,2015-05-19 14:05:39+00:00,GET,/images/jordan-80.png,200,6146
121.209.208.128,2015-05-19 14:05:52+00:00,GET,/images/web/2009/banner.png,200,52315
121.209.208.128,2015-05-19 14:05:33+00:00,GET,/favicon.ico,200,3638
158.102.162.14,2015-05-19 14:05:35+00:00,GET,/images/googledotcom.png,200,65748
88.103.19.195,2015-05-19 14:05:03+00:00,GET,/projects/keynav/demo-thumb.png,200,15141
180.76.6.137,2015-05-19 14:05:33+00:00,GET,/misc/homework4.tex,200,4089
217.12.185.5,2015-05-19 14:05:34+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
217.12.185.5,2015-05-19 14:05:28+00:00,GET,/reset.css,200,1015
217.12.185.5,2015-05-19 14:05:19+00:00,GET,/style2.css,200,4877
217.12.185.5,2015-05-19 14:05:36+00:00,GET,/images/jordan-80.png,200,6146
217.12.185.5,2015-05-19 14:05:01+00:00,GET,/images/web/2009/banner.png,200,52315
217.12.185.5,2015-05-19 14:05:06+00:00,GET,/favicon.ico,200,3638
46.105.14.53,2015-05-19 14:05:21+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
66.249.73.135,2015-05-19 14:05:33+00:00,GET,/robots.txt,200,-
66.249.73.135,2015-05-19 14:05:18+00:00,GET,/misc/viquickref.pdf,304,-
50.16.19.13,2015-05-19 14:05:39+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
103.25.13.22,2015-05-19 14:05:38+00:00,GET,/images/googledotcom.png,200,65748
186.231.123.210,2015-05-19 14:05:06+00:00,GET,/blog/geekery/ec2-reserved-vs-ondemand.html,200,11834
186.231.123.210,2015-05-19 14:05:52+00:00,GET,/reset.css,200,1015
186.231.123.210,2015-05-19 14:05:28+00:00,GET,/style2.css,200,4877
186.231.123.210,2015-05-19 14:05:33+00:00,GET,/images/ec2_m1large_cost.png,200,36159
186.231.123.210,2015-05-19 14:05:12+00:00,GET,/images/jordan-80.png,200,6146
186.231.123.210,2015-05-19 14:05:51+00:00,GET,/images/web/2009/banner.png,200,52315
186.231.123.210,2015-05-19 14:05:05+00:00,GET,/favicon.ico,200,3638
61.135.190.100,2015-05-19 14:05:49+00:00,GET,/,200,37932
62.47.98.178,2015-05-19 14:05:00+00:00,GET,/blog/geekery/debugging-java-performance.html,200,15796
62.47.98.178,2015-05-19 14:05:21+00:00,GET,/reset.css,200,1015
62.47.98.178,2015-05-19 14:05:49+00:00,GET,/style2.css,200,4877
62.47.98.178,2015-05-19 14:05:27+00:00,GET,/images/jordan-80.png,200,6146
62.47.98.178,2015-05-19 14:05:45+00:00,GET,/images/web/2009/banner.png,200,52315
62.47.98.178,2015-05-19 14:05:11+00:00,GET,/favicon.ico,200,3638
208.43.251.181,2015-05-19 14:05:13+00:00,GET,/robots.txt,200,-
208.43.251.181,2015-05-19 14:05:09+00:00,GET,/blog/tags/minstrel,200,10598
208.43.251.181,2015-05-19 14:05:50+00:00,GET,/blog/tags/logger,200,11024
208.43.251.181,2015-05-19 14:05:11+00:00,GET,/blog/tags/life%20hacks,200,8753
46.105.14.53,2015-05-19 14:05:07+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
208.43.251.181,2015-05-19 14:05:04+00:00,GET,/blog/tags/liboverride,200,18676
208.43.251.181,2015-05-19 14:05:05+00:00,GET,/blog/tags/latency,200,17147
66.249.73.135,2015-05-19 14:05:44+00:00,GET,/presentations/unix-basics/images/gnome-2.png,200,405750
208.43.252.200,2015-05-19 14:05:46+00:00,GET,/blog/tags/barcampsf,200,22492
37.115.112.88,2015-05-19 14:05:24+00:00,GET,/blog/geekery/ssl-latency.html,200,17147
37.115.112.88,2015-05-19 14:05:18+00:00,GET,/blog/geekery/ssl-latency.html,200,17147
37.115.112.88,2015-05-19 14:05:07+00:00,GET,/blog/geekery/ssl-latency.html,200,17147
208.43.252.200,2015-05-19 14:05:04+00:00,GET,/blog/tags/barcamprochester3,200,10558
208.43.252.200,2015-05-19 14:05:25+00:00,GET,/blog/tags/barcamp,200,44422
208.43.252.200,2015-05-19 14:05:00+00:00,GET,/blog/geekery/ssh-honeypot-is-alive.html,200,10181
208.43.252.200,2015-05-19 14:05:20+00:00,GET,/blog/geekery/squid-selenium-dance-party.html,200,9633
209.85.238.199,2015-05-19 14:05:26+00:00,GET,/?flav=rss20,200,29941
208.43.252.200,2015-05-19 14:05:48+00:00,GET,/articles/ssh-security/,200,16543
208.43.252.200,2015-05-19 14:05:52+00:00,GET,/articles/openldap-with-saslauthd/,200,12700
208.43.252.200,2015-05-19 14:05:03+00:00,GET,/,200,37932
180.180.78.19,2015-05-19 14:05:16+00:00,GET,/,200,37932
180.180.78.19,2015-05-19 14:05:31+00:00,GET,/articles/ssh-security/,200,16543
107.170.40.201,2015-05-19 14:05:05+00:00,GET,/?flav=atom,200,32352
74.125.176.151,2015-05-19 14:05:25+00:00,GET,/?flav=rss20,200,29941
68.180.224.225,2015-05-19 14:05:18+00:00,GET,/blog/tags/ruby?page=1,200,35904
181.160.193.212,2015-05-19 14:05:39+00:00,GET,/articles/ssh-security/,200,16543
88.103.19.195,2015-05-19 14:05:17+00:00,GET,/projects/keynav/,200,18985
199.119.124.45,2015-05-19 14:05:26+00:00,GET,/?flav=atom,200,32352
181.160.193.212,2015-05-19 14:05:22+00:00,GET,/reset.css,200,1015
181.160.193.212,2015-05-19 14:05:55+00:00,GET,/style2.css,200,4877
181.160.193.212,2015-05-19 15:05:53+00:00,GET,/images/jordan-80.png,200,6146
181.160.193.212,2015-05-19 15:05:28+00:00,GET,/images/web/2009/banner.png,200,52315
181.160.193.212,2015-05-19 15:05:06+00:00,GET,/favicon.ico,200,3638
46.105.14.53,2015-05-19 15:05:43+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
218.30.103.114,2015-05-19 15:05:26+00:00,GET,/blog/geekery/puppet-nodeless-configuration.html,200,10301
68.180.224.225,2015-05-19 15:05:58+00:00,GET,/files/blogposts/20071222/,200,974
180.76.6.17,2015-05-19 15:05:16+00:00,GET,/blog/geekery/?page=4,200,47646
118.169.39.21,2015-05-19 15:05:04+00:00,GET,/favicon.ico,200,3638
218.30.103.114,2015-05-19 15:05:48+00:00,GET,/articles/ssh-security/,200,16543
208.93.0.48,2015-05-19 15:05:33+00:00,GET,/?flav=atom,200,32352
129.70.212.93,2015-05-19 15:05:13+00:00,GET,/projects/xdotool/,200,12292
129.70.212.93,2015-05-19 15:05:32+00:00,GET,/reset.css,200,1015
129.70.212.93,2015-05-19 15:05:22+00:00,GET,/style2.css,200,4877
129.70.212.93,2015-05-19 15:05:19+00:00,GET,/images/jordan-80.png,200,6146
129.70.212.93,2015-05-19 15:05:58+00:00,GET,/favicon.ico,200,3638
129.70.212.93,2015-05-19 15:05:22+00:00,GET,/images/web/2009/banner.png,200,52315
66.249.73.135,2015-05-19 15:05:07+00:00,GET,/misc/scriptaculous-xhtml.diff,304,-
54.220.160.83,2015-05-19 15:05:57+00:00,GET,/presentations/logstash-scale11x/images/jordan.jpg,200,278476
86.19.216.99,2015-05-19 15:05:08+00:00,GET,/presentations/logstash-scale11x/images/kibana-dashboard.png,200,321631
86.19.216.99,2015-05-19 15:05:26+00:00,GET,/presentations/logstash-scale11x/images/kibana-dashboard2.png,200,394967
178.203.37.192,2015-05-19 15:05:12+00:00,GET,/presentations/mpi/,200,6676
178.203.37.192,2015-05-19 15:05:33+00:00,GET,/presentations/mpi/presenter.xsl,200,3826
178.203.37.192,2015-05-19 15:05:41+00:00,GET,/presentations/mpi/presenter.css,200,1973
178.203.37.192,2015-05-19 15:05:08+00:00,GET,/presentations/mpi/js/dom-drag.js,200,3982
178.203.37.192,2015-05-19 15:05:16+00:00,GET,/presentations/mpi/js/presenter.js,200,4436
178.203.37.192,2015-05-19 15:05:03+00:00,GET,/presentations/mpi/js/accelimation.js,200,4281
178.203.37.192,2015-05-19 15:05:06+00:00,GET,/presentations/mpi/images/leftarrow-disabled.png,200,1150
178.203.37.192,2015-05-19 15:05:27+00:00,GET,/presentations/mpi/images/expand.png,200,275
178.203.37.192,2015-05-19 15:05:11+00:00,GET,/presentations/mpi/images/rightarrow.png,200,927
178.203.37.192,2015-05-19 15:05:57+00:00,GET,/presentations/mpi/images/leftarrow.png,200,885
46.105.14.53,2015-05-19 15:05:20+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
37.79.145.225,2015-05-19 15:05:58+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
50.16.19.13,2015-05-19 15:05:27+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
100.43.83.137,2015-05-19 15:05:20+00:00,GET,/projects/fex/,200,14352
66.249.73.135,2015-05-19 15:05:32+00:00,GET,/blog/tags/firefox?flav=rss20,200,16021
193.104.184.225,2015-05-19 15:05:23+00:00,GET,/files/logstash/,200,13316
193.104.184.225,2015-05-19 15:05:41+00:00,GET,/icons/blank.gif,200,148
193.104.184.225,2015-05-19 15:05:52+00:00,GET,/icons/back.gif,200,216
193.104.184.225,2015-05-19 15:05:58+00:00,GET,/icons/text.gif,200,229
193.104.184.225,2015-05-19 15:05:42+00:00,GET,/icons/unknown.gif,200,245
193.104.184.225,2015-05-19 15:05:44+00:00,GET,/favicon.ico,200,3638
46.105.14.53,2015-05-19 15:05:36+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
66.249.73.135,2015-05-19 15:05:44+00:00,GET,/blog/geekery/terminal-titles.html,200,12495
66.249.73.135,2015-05-19 15:05:03+00:00,GET,/blog/geekery/xvfb-firefox.html,200,10975
183.60.244.24,2015-05-19 15:05:47+00:00,GET,/,200,37932
118.72.253.84,2015-05-19 15:05:18+00:00,GET,/projects/xdotool/,200,12292
118.72.253.84,2015-05-19 15:05:13+00:00,GET,/reset.css,200,1015
118.72.253.84,2015-05-19 15:05:08+00:00,GET,/style2.css,200,4877
118.72.253.84,2015-05-19 15:05:48+00:00,GET,/favicon.ico,200,3638
118.72.253.84,2015-05-19 15:05:33+00:00,GET,/images/jordan-80.png,200,6146
118.72.253.84,2015-05-19 15:05:34+00:00,GET,/images/web/2009/banner.png,200,52315
193.179.215.103,2015-05-19 15:05:22+00:00,GET,/projects/xdotool/xdotool.xhtml,200,50112
193.179.215.103,2015-05-19 15:05:13+00:00,GET,/favicon.ico,200,3638
92.50.146.166,2015-05-19 15:05:11+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
92.50.146.166,2015-05-19 15:05:02+00:00,GET,/style2.css,200,4877
92.50.146.166,2015-05-19 15:05:05+00:00,GET,/reset.css,200,1015
92.50.146.166,2015-05-19 15:05:17+00:00,GET,/favicon.ico,200,3638
92.50.146.166,2015-05-19 15:05:55+00:00,GET,/images/jordan-80.png,200,6146
92.50.146.166,2015-05-19 15:05:59+00:00,GET,/images/web/2009/banner.png,200,52315
193.104.184.225,2015-05-19 15:05:04+00:00,GET,/files/logstash/logstash-1.1.0-monolithic.jar,200,40923996
150.101.171.78,2015-05-19 15:05:20+00:00,GET,/blog/geekery/python-packages-as-rpm.html,200,11338
193.252.149.15,2015-05-19 15:05:19+00:00,GET,/blog/tags/soekris,200,19483
150.101.171.78,2015-05-19 15:05:46+00:00,GET,/reset.css,200,1015
150.101.171.78,2015-05-19 15:05:17+00:00,GET,/style2.css,200,4877
150.101.171.78,2015-05-19 15:05:36+00:00,GET,/images/jordan-80.png,200,6146
150.101.171.78,2015-05-19 15:05:18+00:00,GET,/images/web/2009/banner.png,200,52315
150.101.171.78,2015-05-19 15:05:24+00:00,GET,/favicon.ico,200,3638
66.249.73.135,2015-05-19 15:05:14+00:00,GET,/?page=35,200,29190
208.91.156.11,2015-05-19 15:05:40+00:00,GET,/files/logstash/logstash-1.3.2-monolithic.jar,404,324
74.125.176.147,2015-05-19 15:05:26+00:00,GET,/?flav=rss20,200,29941
46.105.14.53,2015-05-19 15:05:29+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
209.85.238.199,2015-05-19 15:05:59+00:00,GET,/?flav=atom,200,32352
110.159.23.90,2015-05-19 15:05:46+00:00,GET,/projects/xdotool/,200,12292
110.159.23.90,2015-05-19 15:05:22+00:00,GET,/reset.css,200,1015
110.159.23.90,2015-05-19 15:05:31+00:00,GET,/style2.css,200,4877
110.159.23.90,2015-05-19 15:05:59+00:00,GET,/images/jordan-80.png,200,6146
110.159.23.90,2015-05-19 15:05:30+00:00,GET,/images/web/2009/banner.png,200,52315
110.159.23.90,2015-05-19 15:05:05+00:00,GET,/favicon.ico,200,3638
110.159.23.90,2015-05-19 15:05:04+00:00,GET,/projects/xdotool/xdotool.xhtml,200,50112
110.159.23.90,2015-05-19 15:05:13+00:00,GET,/projects/xdotool/xdotool.xhtml,200,50112
66.249.73.135,2015-05-19 15:05:58+00:00,GET,/presentations/mpi,301,340
66.249.73.135,2015-05-19 15:05:51+00:00,GET,/presentations/mpi/,200,6676
78.6.176.46,2015-05-19 15:05:17+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
78.6.176.46,2015-05-19 15:05:50+00:00,GET,/reset.css,200,1015
78.6.176.46,2015-05-19 15:05:03+00:00,GET,/style2.css,200,4877
78.6.176.46,2015-05-19 15:05:43+00:00,GET,/favicon.ico,200,3638
78.6.176.46,2015-05-19 15:05:13+00:00,GET,/images/web/2009/banner.png,200,52315
78.6.176.46,2015-05-19 15:05:17+00:00,GET,/images/jordan-80.png,200,6146
180.76.6.51,2015-05-19 15:05:27+00:00,GET,/blog/geekery/show-headers-in-get-request.html?commentlimit=0,200,10538
194.149.247.24,2015-05-19 15:05:47+00:00,GET,/blog/tags/grok?page=3,200,34045
194.149.247.24,2015-05-19 15:05:36+00:00,GET,/reset.css,200,1015
194.149.247.24,2015-05-19 15:05:01+00:00,GET,/favicon.ico,200,3638
194.149.247.24,2015-05-19 15:05:35+00:00,GET,/style2.css,200,4877
194.149.247.24,2015-05-19 15:05:30+00:00,GET,/images/jordan-80.png,200,6146
194.149.247.24,2015-05-19 15:05:26+00:00,GET,/images/web/2009/banner.png,200,52315
68.180.224.225,2015-05-19 15:05:20+00:00,GET,/blog/tags/x11?page=2,200,16383
65.19.138.34,2015-05-19 15:05:23+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
89.44.18.87,2015-05-19 15:05:08+00:00,GET,/blog/geekery/c-vs-python-bdb.html,200,11388
89.44.18.87,2015-05-19 15:05:59+00:00,GET,/blog/geekery/c-vs-python-bdb.html,200,11388
87.216.109.88,2015-05-19 15:05:24+00:00,GET,/blog/geekery/bypassing-captive-portals.html,200,10613
87.216.109.88,2015-05-19 15:05:18+00:00,GET,/reset.css,200,1015
87.216.109.88,2015-05-19 15:05:59+00:00,GET,/style2.css,200,4877
87.216.109.88,2015-05-19 15:05:21+00:00,GET,/images/jordan-80.png,200,6146
87.216.109.88,2015-05-19 15:05:54+00:00,GET,/images/web/2009/banner.png,200,52315
151.235.176.219,2015-05-19 15:05:49+00:00,GET,/images/googledotcom.png,200,65748
87.216.109.88,2015-05-19 15:05:08+00:00,GET,/favicon.ico,200,3638
129.70.212.93,2015-05-19 15:05:26+00:00,GET,/projects/xdotool/xdotool.xhtml,200,50112
193.146.92.166,2015-05-19 15:05:04+00:00,GET,/articles/dynamic-dns-with-dhcp/,200,18848
193.146.92.166,2015-05-19 15:05:48+00:00,GET,/reset.css,200,1015
193.146.92.166,2015-05-19 15:05:51+00:00,GET,/style2.css,200,4877
193.146.92.166,2015-05-19 15:05:23+00:00,GET,/favicon.ico,200,3638
193.146.92.166,2015-05-19 15:05:38+00:00,GET,/images/jordan-80.png,200,6146
193.146.92.166,2015-05-19 16:05:34+00:00,GET,/images/web/2009/banner.png,200,52315
208.93.0.48,2015-05-19 16:05:20+00:00,GET,/?flav=rss20,200,29941
46.105.14.53,2015-05-19 16:05:15+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
78.157.30.184,2015-05-19 16:05:39+00:00,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,200,175208
68.180.224.225,2015-05-19 16:05:43+00:00,GET,/blog/tags/colors,200,12495
108.174.55.234,2015-05-19 16:05:59+00:00,GET,/?flav=rss20,200,29941
204.236.226.210,2015-05-19 16:05:40+00:00,GET,/robots.txt,200,-
204.236.226.210,2015-05-19 16:05:11+00:00,GET,/articles/ssh-security,301,344
204.236.226.210,2015-05-19 16:05:02+00:00,GET,/articles/ssh-security/,200,16543
50.16.19.13,2015-05-19 16:05:06+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
198.46.149.143,2015-05-19 16:05:28+00:00,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,9316
198.46.149.143,2015-05-19 16:05:52+00:00,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,10756
101.119.18.35,2015-05-19 16:05:04+00:00,GET,/presentations/logstash-puppetconf-2012/,200,37269
101.119.18.35,2015-05-19 16:05:23+00:00,GET,/presentations/logstash-puppetconf-2012/css/reset.css,200,1382
101.119.18.35,2015-05-19 16:05:00+00:00,GET,/presentations/logstash-puppetconf-2012/css/main.css,200,26498
101.119.18.35,2015-05-19 16:05:18+00:00,GET,/presentations/logstash-puppetconf-2012/css/preso.css,200,659
101.119.18.35,2015-05-19 16:05:15+00:00,GET,/presentations/logstash-puppetconf-2012/images/logstash.png,200,47731
101.119.18.35,2015-05-19 16:05:08+00:00,GET,/presentations/logstash-puppetconf-2012/lib/css/zenburn.css,200,1791
101.119.18.35,2015-05-19 16:05:55+00:00,GET,/presentations/logstash-puppetconf-2012/lib/js/head.min.js,200,3170
101.119.18.35,2015-05-19 16:05:12+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms1.png,200,55478
101.119.18.35,2015-05-19 16:05:56+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms2.png,200,60656
101.119.18.35,2015-05-19 16:05:50+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms3.png,200,65917
101.119.18.35,2015-05-19 16:05:04+00:00,GET,/presentations/logstash-puppetconf-2012/images/sysadvent.png,200,108497
101.119.18.35,2015-05-19 16:05:02+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms4.png,200,72949
101.119.18.35,2015-05-19 16:05:08+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms5.png,200,78075
101.119.18.35,2015-05-19 16:05:42+00:00,GET,/presentations/logstash-puppetconf-2012/js/reveal.js,200,29108
101.119.18.35,2015-05-19 16:05:37+00:00,GET,/presentations/logstash-puppetconf-2012/images/pc-load-letter.jpg,200,71808
101.119.18.35,2015-05-19 16:05:01+00:00,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms6.png,200,82859
101.119.18.35,2015-05-19 16:05:12+00:00,GET,/presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif,404,364
101.119.18.35,2015-05-19 16:05:16+00:00,GET,/presentations/logstash-puppetconf-2012/images/frontend-response-codes.png,200,52878
101.119.18.35,2015-05-19 16:05:25+00:00,GET,/presentations/logstash-puppetconf-2012/lib/font/league_gothic-webfont.ttf,200,42324
101.119.18.35,2015-05-19 16:05:09+00:00,GET,/presentations/logstash-puppetconf-2012/images/xkcd-perl.png,200,80663
101.119.18.35,2015-05-19 16:05:36+00:00,GET,/presentations/logstash-puppetconf-2012/images/xkcd-perlswing-many.png,200,100207
101.119.18.35,2015-05-19 16:05:16+00:00,GET,/presentations/logstash-puppetconf-2012/images/lifecycle.png,200,9618
101.119.18.35,2015-05-19 16:05:40+00:00,GET,/presentations/logstash-puppetconf-2012/images/kibana-chef-agent.png,200,73187
101.119.18.35,2015-05-19 16:05:29+00:00,GET,/presentations/logstash-puppetconf-2012/images/trollface.png,200,58123
101.119.18.35,2015-05-19 16:05:48+00:00,GET,/presentations/logstash-puppetconf-2012/images/computer-keyboard-jacket.jpg,200,176805
101.119.18.35,2015-05-19 16:05:44+00:00,GET,/presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png,200,95058
101.119.18.35,2015-05-19 16:05:11+00:00,GET,/presentations/logstash-puppetconf-2012/images/kibana-chef-hits-6min-each.png,200,80555
101.119.18.35,2015-05-19 16:05:14+00:00,GET,/presentations/logstash-puppetconf-2012/images/psychoaxe.jpg,200,29179
101.119.18.35,2015-05-19 16:05:50+00:00,GET,/presentations/logstash-puppetconf-2012/images/stats-negative-min.png,200,46139
101.119.18.35,2015-05-19 16:05:44+00:00,GET,/presentations/logstash-puppetconf-2012/css/print.css,200,3995
101.119.18.35,2015-05-19 16:05:22+00:00,GET,/presentations/logstash-puppetconf-2012/images/apache-negative-duration.png,200,97173
101.119.18.35,2015-05-19 16:05:56+00:00,GET,/presentations/logstash-puppetconf-2012/images/logs.jpg,200,663847
101.119.18.35,2015-05-19 16:05:01+00:00,GET,/favicon.ico,200,3638
31.35.64.245,2015-05-19 16:05:43+00:00,GET,/blog/geekery/xvfb-firefox.html,200,10975
31.35.64.245,2015-05-19 16:05:03+00:00,GET,/reset.css,200,1015
31.35.64.245,2015-05-19 16:05:38+00:00,GET,/style2.css,200,4877
31.35.64.245,2015-05-19 16:05:21+00:00,GET,/images/jordan-80.png,200,6146
31.35.64.245,2015-05-19 16:05:07+00:00,GET,/images/web/2009/banner.png,200,52315
31.35.64.245,2015-05-19 16:05:47+00:00,GET,/favicon.ico,200,3638
46.105.14.53,2015-05-19 16:05:09+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
66.249.73.135,2015-05-19 16:05:33+00:00,GET,/?flav=atom,200,32352
196.196.16.139,2015-05-19 16:05:01+00:00,GET,/blog/geekery/show-headers-in-get-request.html,200,10538
86.103.158.181,2015-05-19 16:05:40+00:00,GET,/favicon.ico,200,3638
66.249.73.135,2015-05-19 16:05:41+00:00,GET,/,200,37932
62.50.6.113,2015-05-19 16:05:56+00:00,GET,/blog/geekery/rspec-for-nagios-monitoring.html,200,11805
62.50.6.113,2015-05-19 16:05:06+00:00,GET,/reset.css,200,1015
62.50.6.113,2015-05-19 16:05:14+00:00,GET,/style2.css,200,4877
62.50.6.113,2015-05-19 16:05:09+00:00,GET,/favicon.ico,200,3638
62.50.6.113,2015-05-19 16:05:15+00:00,GET,/images/jordan-80.png,200,6146
62.50.6.113,2015-05-19 16:05:22+00:00,GET,/images/web/2009/banner.png,200,52315
67.220.144.83,2015-05-19 16:05:04+00:00,GET,/presentations/logstash-puppetconf-2012/,200,37269
67.220.144.83,2015-05-19 16:05:26+00:00,GET,/presentations/puppet-at-loggly/puppet-at-loggly.pdf.html,200,24747
46.105.14.53,2015-05-19 16:05:22+00:00,GET,/blog/tags/puppet?flav=rss20,200,14872
208.115.111.72,2015-05-19 16:05:31+00:00,GET,/robots.txt,200,-
74.125.19.82,2015-05-19 16:05:39+00:00,GET,/?flav=rss20,200,29941
130.243.172.179,2015-05-19 16:05:24+00:00,GET,/blog/tags/zsh,200,16958
